Matchday,Date,HomeTeam,AwayTeam,FTHG,FTAG,Result,pH,pD,pA,ExpHomeGoals,ExpAwayGoals,ExpTotalGoals,TrainMatches
2,2018-01-20,Man City,Newcastle,3.0,1.0,H,0.6291224276208797,0.23728753578453535,0.13359003659458493,2.4800114612200583,0.9921677903269589,3.472179251547017,220
2,2018-01-20,Stoke,Huddersfield,2.0,0.0,H,0.3908135787094233,0.3263884679542807,0.282797953336296,1.1759803809669056,0.9420546056165895,2.118034986583495,220
2,2018-01-20,West Ham,Bournemouth,1.0,1.0,D,0.6213602808838559,0.23919268213330086,0.1394470369828434,2.475264639347817,0.9230430674873958,3.398307706835213,220
2,2018-01-20,Brighton,Chelsea,0.0,4.0,A,0.4230983673670406,0.3143257840819602,0.26257584855099925,1.3353887670974454,0.9786773162402174,2.3140660833376625,220
2,2018-01-20,Arsenal,Crystal Palace,4.0,1.0,H,0.5800828374565604,0.25641598116851216,0.16350118137492742,2.2003302212954545,0.89502668305994,3.095356904355395,220
2,2018-01-20,Everton,West Brom,1.0,1.0,D,0.286993649451968,0.3255449394387024,0.38746141110932963,0.959090226783949,1.181575137732827,2.140665364516776,220
2,2018-01-20,Burnley,Man United,0.0,1.0,A,0.18139549622788045,0.27358399678112544,0.5450205069909941,0.8243933554221032,1.9219204195289692,2.7463137749510724,220
2,2018-01-21,Southampton,Tottenham,1.0,1.0,D,0.2891777942462899,0.2942552973525705,0.41656690840113964,1.082799748661889,1.6665603132050872,2.7493600618669762,220
2,2019-01-19,Arsenal,Chelsea,2.0,0.0,H,0.5453137490060923,0.2726422755857604,0.1820439754081474,1.9413821294017746,0.8989077727103155,2.84028990211209,220
2,2019-01-19,Bournemouth,West Ham,2.0,0.0,H,0.19678630879066178,0.2606686318824993,0.542545059326839,1.0201203543184072,2.2397120652231894,3.2598324195415964,220
2,2019-01-19,Liverpool,Crystal Palace,4.0,3.0,H,0.5652935654766494,0.25233868327101644,0.18236775125233418,2.408222013924151,1.1610165271222928,3.5692385410464436,220
2,2019-01-19,Man United,Brighton,2.0,1.0,H,0.5057345559838954,0.2937105218480971,0.20055492216800755,1.6074288916043384,0.8843830833079344,2.491811974912273,220
2,2019-01-19,Newcastle,Cardiff,3.0,0.0,H,0.3968238680170598,0.3166010942197536,0.2865750377631866,1.2920371303702374,1.0287809991477086,2.3208181295179457,220
2,2019-01-19,Southampton,Everton,2.0,1.0,H,0.4464577606858523,0.31490500617531203,0.2386372331388356,1.2922132856028712,0.9350517021758913,2.2272649877787627,220
2,2019-01-19,Watford,Burnley,0.0,0.0,D,0.4816550848977925,0.2875853175247143,0.2307595975774932,1.733708369463707,1.107824114422722,2.841532483886429,220
2,2019-01-19,Wolves,Leicester,4.0,3.0,H,0.331589818814908,0.31016896311460196,0.3582412180704901,1.150253590806348,1.348463373630442,2.49871696443679,220
2,2019-01-20,Fulham,Tottenham,1.0,2.0,A,0.2857818920627612,0.3047321076876557,0.40948600024958315,1.024830945725453,1.5006014584867564,2.5254324042122094,220
2,2019-01-20,Huddersfield,Man City,0.0,3.0,A,0.17480196794406644,0.25973081170945406,0.5654672203464794,0.9118290021174871,2.176261132718233,3.08809013483572,220
2,2020-01-18,Newcastle,Chelsea,1.0,0.0,H,0.38739546507532907,0.3069005717650529,0.305703963159618,1.3977571884389624,1.1877106986670987,2.585467887106061,220
2,2020-01-18,Southampton,Wolves,2.0,3.0,A,0.42034852076851537,0.3057251728740036,0.27392630635748105,1.4107467898450563,1.1345363845100331,2.5452831743550894,220
2,2020-01-18,Norwich,Bournemouth,1.0,0.0,H,0.5144675156632512,0.2846441475896283,0.20088833674712048,1.7605147173140159,0.9474961132093077,2.7080108305233237,220
2,2020-01-18,West Ham,Everton,1.0,1.0,D,0.5351120952508458,0.28137050200322994,0.1835174027459243,1.757512389670039,0.924305988088818,2.681818377758857,220
2,2020-01-18,Brighton,Aston Villa,1.0,1.0,D,0.41040795710986916,0.3160601248692497,0.27353191802088106,1.3113856955524639,0.9926037114858289,2.303989407038293,220
2,2020-01-18,Arsenal,Sheffield United,1.0,1.0,D,0.5528537061519679,0.27302595130872576,0.17412034253930625,1.9090929981441744,0.8391593559616157,2.74825235410579,220
2,2020-01-18,Man City,Crystal Palace,2.0,2.0,D,0.6592570808398915,0.22287722892578046,0.11786569023432801,2.744732534937061,0.9059075094575605,3.6506400443946214,220
2,2020-01-18,Watford,Tottenham,0.0,0.0,D,0.32489017208559284,0.29238147855976016,0.382728349354647,1.314477636902346,1.6554950676060927,2.9699727045084385,220
2,2020-01-19,Burnley,Leicester,2.0,1.0,H,0.3185393245688422,0.3101864789694583,0.3712741964616996,1.130678484613719,1.3650893368992618,2.495767821512981,220
2,2020-01-19,Liverpool,Man United,2.0,0.0,H,0.34191826643768597,0.2856313160068782,0.3724504175554359,1.5551842236354134,1.7329273425415568,3.28811156617697,220
2,2021-01-17,Sheffield United,Tottenham,1.0,3.0,A,0.28884762545140397,0.3049393456735048,0.4062130288750913,1.0115992790341821,1.4976695928498256,2.5092688718840077,220
2,2021-01-17,Liverpool,Man United,0.0,0.0,D,0.34191826643768597,0.2856313160068782,0.3724504175554359,1.5551842236354134,1.7329273425415568,3.28811156617697,220
2,2021-01-17,Man City,Crystal Palace,4.0,0.0,H,0.6592570808398915,0.22287722892578046,0.11786569023432801,2.744732534937061,0.9059075094575605,3.6506400443946214,220
2,2021-01-18,Arsenal,Newcastle,3.0,0.0,H,0.5483682149339708,0.26974945389555816,0.1818823311704711,1.9881150887464254,0.9802508944284775,2.9683659831749027,220
2,2021-01-19,West Ham,West Brom,2.0,1.0,H,0.45188392608815975,0.28662144716109833,0.26149462675074187,1.7691238169438566,1.2667967117477983,3.035920528691655,220
2,2021-01-19,Leicester,Chelsea,2.0,0.0,H,0.386337914665588,0.30957060760512556,0.30409147772928646,1.353000931609408,1.1642519561750586,2.5172528877844664,220
2,2021-01-20,Man City,Aston Villa,2.0,0.0,H,0.6141049296326514,0.2437446307286864,0.14215043963866225,2.3781865437596434,0.9227825745341406,3.300969118293784,220
2,2021-01-20,Fulham,Man United,1.0,2.0,A,0.2163751793117195,0.2910073891763858,0.49261743151189474,0.8872475402656455,1.6982764339719882,2.585523974237634,220
2,2021-01-21,Liverpool,Burnley,0.0,1.0,A,0.5955303073346931,0.2479875270399234,0.15648216562538342,2.3692566739363365,1.0246611220908544,3.393917796027191,220
2,2021-01-23,Aston Villa,Newcastle,2.0,0.0,H,0.3951660851008808,0.30620378954262806,0.29863012535649114,1.3313017077481404,1.242009762800179,2.5733114705483193,220
2,2022-01-19,Brentford,Man United,1.0,3.0,A,0.2950846590193143,0.28381724090838983,0.4210981000722959,1.4078559182776784,1.8409428152260578,3.2487987335037363,220
2,2022-01-21,Watford,Norwich,0.0,3.0,A,0.44695538157676606,0.28953508056600036,0.26350953785723363,1.726395569911198,1.2185946491317081,2.9449902190429063,220
2,2022-01-22,Everton,Aston Villa,0.0,1.0,A,0.2817492088449728,0.32634815318404203,0.39190263797098523,0.9273991988657624,1.1867853745870622,2.1141845734528246,220
2,2022-01-22,Brentford,Wolves,1.0,2.0,A,0.5325737914991495,0.26683130291190194,0.20059490558894866,2.118685830548389,1.1073748914021997,3.2260607219505886,220
2,2022-01-22,Leeds,Newcastle,0.0,1.0,A,0.39267015155353,0.3008278465904661,0.3065020018560039,1.4267965157647395,1.3171644034690595,2.743960919233799,220
2,2022-01-22,Man United,West Ham,1.0,0.0,H,0.518877738036079,0.27045915049326424,0.21066311147065683,2.0605048643009662,1.1536537037934085,3.2141585680943745,220
2,2022-01-22,Southampton,Man City,1.0,1.0,D,0.17993127175299056,0.2512554313846959,0.5688132968623136,1.0047578341203782,2.39781032650658,3.4025681606269584,220
2,2022-01-23,Chelsea,Tottenham,2.0,0.0,H,0.3003778670952246,0.30244006448907623,0.39718206841569914,1.0836254739124564,1.5230001818316372,2.606625655744094,220
2,2022-01-23,Leicester,Brighton,1.0,1.0,D,0.3376182108477412,0.31735641212907306,0.3450253770231858,1.1417143069277886,1.2129560699098925,2.354670376837681,220
2,2022-01-23,Crystal Palace,Liverpool,1.0,3.0,A,0.2494881825185105,0.2690985714549491,0.4814132460265405,1.2831217011807443,2.1790493891364875,3.4621710903172316,220
2,2023-01-15,Newcastle,Fulham,1.0,0.0,H,0.4004141090941724,0.30920498717182243,0.29038090373400516,1.3772004104814506,1.1232687933853205,2.5004692038667713,220
2,2023-01-15,Chelsea,Crystal Palace,1.0,0.0,H,0.41288213564978815,0.30424118393790056,0.2828766804123113,1.4527351981190237,1.154784702065228,2.6075199001842515,220
2,2023-01-15,Tottenham,Arsenal,0.0,2.0,A,0.32577676922529375,0.30023471851545996,0.37398851225924634,1.3045609197096983,1.4850844898892843,2.7896454095989824,220
2,2023-01-18,Crystal Palace,Man United,1.0,1.0,D,0.2086291723689231,0.275643313802851,0.5157275138282259,0.9340983959084938,1.9535287646273702,2.887627160535864,220
2,2023-01-19,Man City,Tottenham,4.0,2.0,H,0.5372547650676339,0.26690229149389355,0.19584294343847247,2.047353225684304,1.1947658287809377,3.242119054465242,220
2,2023-01-21,Liverpool,Chelsea,0.0,0.0,D,0.529162497975598,0.26674449636920394,0.20409300565519817,2.1248079657387544,1.1660510242078141,3.2908589899465683,220
2,2023-01-21,Bournemouth,Nott'm Forest,1.0,1.0,D,0.1965506182379534,0.2792787469438921,0.5241706348181545,0.7636772969586072,1.8472666496717567,2.610943946630364,220
2,2023-01-21,Leicester,Brighton,2.0,2.0,D,0.3376182108477412,0.31735641212907306,0.3450253770231858,1.1417143069277886,1.2129560699098925,2.354670376837681,220
2,2023-01-21,Southampton,Aston Villa,0.0,1.0,A,0.3575307240358789,0.3092778273142292,0.33319144864989186,1.2577701588319383,1.2871750927166714,2.5449452515486097,220
2,2023-01-21,West Ham,Everton,2.0,0.0,H,0.5351120952508458,0.28137050200322994,0.1835174027459243,1.757512389670039,0.924305988088818,2.681818377758857,220
2,2024-02-01,West Ham,Bournemouth,1.0,1.0,D,0.6213602808838559,0.23919268213330086,0.1394470369828434,2.475264639347817,0.9230430674873958,3.398307706835213,220
2,2024-02-01,Wolves,Man United,3.0,4.0,A,0.19177702107323508,0.2764163269933866,0.5318066519333784,0.8386658366769303,1.898512590138649,2.7371784268155794,220
2,2024-02-03,Everton,Tottenham,2.0,2.0,D,0.22593312127621312,0.30280155009103993,0.47126532863274695,0.7983872191511128,1.5365814773533601,2.3349686965044727,220
2,2024-02-03,Brighton,Crystal Palace,4.0,1.0,H,0.45555609068916547,0.302792255817839,0.24165165349299556,1.5135074218121114,0.9744518166746005,2.4879592384867117,220
2,2024-02-03,Burnley,Fulham,2.0,2.0,D,0.3327042397930276,0.31804625927913754,0.34924950092783486,1.1097821509873795,1.2230539836534702,2.33283613464085,220
2,2024-02-03,Newcastle,Luton,4.0,4.0,D,0.3277319008210855,0.31087010629671796,0.36139799288219654,1.178624750076026,1.3237338687393072,2.5023586188153333,220
2,2024-02-03,Sheffield United,Aston Villa,0.0,5.0,A,0.3547368692133539,0.3183493397771436,0.3269137910095025,1.175064352792346,1.1567316116678596,2.3317959644602055,220
2,2024-02-04,Arsenal,Liverpool,3.0,1.0,H,0.4387191487762815,0.27812401695590594,0.2831568342678125,1.9518588475101,1.4901335697871263,3.441992417297226,220
2,2024-02-04,Man United,West Ham,3.0,0.0,H,0.518877738036079,0.27045915049326424,0.21066311147065683,2.0605048643009662,1.1536537037934085,3.2141585680943745,220
2,2024-02-04,Chelsea,Wolves,2.0,4.0,A,0.431628387667845,0.30803327739503195,0.2603383349371231,1.4118226021067155,1.0368056326628445,2.44862823476956,220
2,2025-01-16,Man United,Southampton,3.0,1.0,H,0.580312037857911,0.2608027674604848,0.15888519468160428,2.0844596979081613,0.8482253961843667,2.9326850940925278,220
2,2025-01-18,Newcastle,Bournemouth,1.0,4.0,A,0.547872576217449,0.2703018754476654,0.18182554833488573,1.9861434637706046,0.8738788669428929,2.8600223307134973,220
2,2025-01-18,Brentford,Liverpool,0.0,2.0,A,0.3559041333507441,0.27074795496673143,0.37334791168252446,1.9338974232162125,2.053466214365536,3.9873636375817485,220
2,2025-01-18,Leicester,Fulham,0.0,2.0,A,0.3992650733269941,0.31190479749791183,0.2888301291750941,1.333102382735935,1.1010828575316296,2.4341852402675643,220
2,2025-01-18,West Ham,Crystal Palace,0.0,2.0,A,0.4926315274642219,0.27568408489330254,0.2316843876424755,1.9743293102819235,1.2491144826200835,3.2234437929020068,220
2,2025-01-18,Arsenal,Aston Villa,2.0,2.0,D,0.5323477576537459,0.2760440284387302,0.19160821390752386,1.9064865729193985,0.9116990622644748,2.818185635183873,220
2,2025-01-19,Ipswich,Man City,0.0,6.0,A,0.1843294464418806,0.2629536692344998,0.5527168843236195,0.9673915240601516,2.148346225120413,3.115737749180565,220
2,2025-01-19,Nott'm Forest,Southampton,3.0,2.0,H,0.46656471699026114,0.2995347158969961,0.23390056711274276,1.572176271046932,0.9384449544356733,2.5106212254826055,220
2,2025-01-19,Everton,Tottenham,3.0,2.0,H,0.22593312127621312,0.30280155009103993,0.47126532863274695,0.7983872191511128,1.5365814773533601,2.3349686965044727,220
2,2025-01-19,Man United,Brighton,1.0,3.0,A,0.5057345559838954,0.2937105218480971,0.20055492216800755,1.6074288916043384,0.8843830833079344,2.491811974912273,220
3,2015-08-29,Stoke,West Brom,0.0,1.0,A,0.41215886817003455,0.3042206760478715,0.28362045578209394,1.2851538456172336,0.9784464020863537,2.2636002477035873,330
3,2015-08-29,Newcastle,Arsenal,0.0,1.0,A,0.21600308406511107,0.2540554714790221,0.5299414444558669,1.089816713861859,2.2211989669253196,3.311015680787179,330
3,2015-08-29,Tottenham,Everton,0.0,0.0,D,0.5296172501230397,0.26614006299533943,0.20424268688162084,1.8779067963321376,1.0198957731533012,2.897802569485439,330
3,2015-08-29,Man City,Watford,2.0,0.0,H,0.7313179511213272,0.18652545223404218,0.08215659664463063,3.258134254440975,0.7811510821631203,4.039285336604095,330
3,2015-08-29,Bournemouth,Leicester,1.0,1.0,D,0.3635976700850821,0.2874684904777752,0.34893383943714273,1.335943976418169,1.4403352675667214,2.7762792439848907,330
3,2015-08-29,Chelsea,Crystal Palace,1.0,2.0,A,0.43746006259157505,0.2845250436427583,0.2780148937656666,1.5674447291709537,1.1945352167137169,2.7619799458846703,330
3,2015-08-29,Liverpool,West Ham,0.0,3.0,A,0.5980645318620428,0.2365980551607722,0.16533741297718504,2.480611513287331,1.0276755164518212,3.508287029739152,330
3,2015-08-29,Aston Villa,Sunderland,2.0,2.0,D,0.5224247645012057,0.2599240437822196,0.21765119171657465,2.0662504307676617,1.1888603525099128,3.2551107832775745,330
3,2015-08-30,Southampton,Norwich,3.0,0.0,H,0.37432708424301075,0.29121484528666863,0.33445807047032067,1.3824987657021548,1.298858766012978,2.6813575317151326,330
3,2015-08-30,Swansea,Man United,2.0,1.0,H,0.19897986474537727,0.262113251356069,0.5389068838985538,0.9220395174726245,1.9710276120202488,2.893067129492873,330
3,2016-01-23,West Ham,Man City,2.0,2.0,D,0.12274017857965,0.19956783643881956,0.6776919849815305,0.9702978040362179,3.4046286741034915,4.3749264781397095,330
3,2016-01-23,West Brom,Aston Villa,0.0,0.0,D,0.26975787650325794,0.2837895246680673,0.4464525988286747,1.0322294254707762,1.6395873174673283,2.6718167429381046,330
3,2016-01-23,Watford,Newcastle,2.0,1.0,H,0.3654593246042642,0.28875213939523114,0.3457885360005046,1.361677567047233,1.394396280593891,2.756073847641124,330
3,2016-01-23,Sunderland,Bournemouth,1.0,1.0,D,0.46886443045106474,0.2669494039843929,0.26418616556454244,1.955711005399874,1.3999611217174888,3.355672127117363,330
3,2016-01-23,Crystal Palace,Tottenham,1.0,3.0,A,0.3152764518752439,0.26736119722818363,0.41736235089657253,1.4756641353986728,1.9932837311221872,3.46894786652086,330
3,2016-01-23,Man United,Southampton,0.0,1.0,A,0.632150851068286,0.23093622168865255,0.13691292724306145,2.412640243934878,0.9142888347863812,3.3269290787212595,330
3,2016-01-23,Leicester,Stoke,3.0,0.0,H,0.3505809581515029,0.30716981143719946,0.3422492304112977,1.1203117966541731,1.1449524570652763,2.265264253719449,330
3,2016-01-23,Norwich,Liverpool,4.0,5.0,A,0.240836242714109,0.2633292125485829,0.4958345447373082,1.0723810820869735,2.0372728920586805,3.1096539741456537,330
3,2016-01-24,Arsenal,Chelsea,0.0,1.0,A,0.5950611082150207,0.2485258805035762,0.15641301128140314,2.092791315882619,0.8074809200437797,2.9002722359263986,330
3,2016-01-24,Everton,Swansea,1.0,2.0,A,0.3239427226878667,0.3092925553172161,0.36676472199491716,1.0608635967197382,1.153096441796541,2.213960038516279,330
3,2017-09-09,Southampton,Watford,0.0,2.0,A,0.38570694862170474,0.2952877937027386,0.31900525767555676,1.3189083803308184,1.2239331066915753,2.5428414870223937,330
3,2017-09-09,Stoke,Man United,2.0,2.0,D,0.21780600737721784,0.28158990358560543,0.5006040890371768,0.8746496555962862,1.6387660332724936,2.51341568886878,330
3,2017-09-09,Man City,Liverpool,5.0,0.0,H,0.5868507647563406,0.23279607552010412,0.18035315972355528,2.7930515756830894,1.423405540293763,4.216457115976852,330
3,2017-09-09,Leicester,Chelsea,1.0,2.0,A,0.3578758411123002,0.2960521069494053,0.34607205193829443,1.2807997689881003,1.2655388380117503,2.546338606999851,330
3,2017-09-09,Everton,Tottenham,0.0,3.0,A,0.27147053362661755,0.28018015938387497,0.4483493069895074,1.1271591479573062,1.699200336905352,2.8263594848626585,330
3,2017-09-09,Brighton,West Brom,3.0,1.0,H,0.5281804386463219,0.26966648224760104,0.20215307910607705,1.8230200751800238,0.9006251936149958,2.7236452687950194,330
3,2017-09-09,Arsenal,Bournemouth,3.0,0.0,H,0.6649280425710674,0.21761045171232524,0.11746150571660738,2.600984277359437,0.7712862505262148,3.372270527885652,330
3,2017-09-10,Burnley,Crystal Palace,1.0,0.0,H,0.40303680917620477,0.29073565025628906,0.3062275405675062,1.432555028196825,1.221744976309182,2.6543000045060072,330
3,2017-09-10,Swansea,Newcastle,0.0,1.0,A,0.3669049391306687,0.28619067132738046,0.3469043895419508,1.3902428294813554,1.444667882877729,2.8349107123590844,330
3,2017-09-11,West Ham,Huddersfield,2.0,0.0,H,0.4332214539587628,0.2949047968846764,0.2718737491565608,1.3912990634993452,1.0612245759309855,2.4525236394303307,330
3,2018-01-22,Swansea,Liverpool,1.0,0.0,H,0.22906673761547952,0.26355394877135147,0.507379313613169,1.0317186414688593,2.013635616438846,3.0453542579077055,330
3,2018-01-30,Huddersfield,Liverpool,0.0,3.0,A,0.1973140245000743,0.25817405368843427,0.5445119218114914,0.870595667745809,2.041005129510291,2.9116007972561,330
3,2018-01-30,Swansea,Arsenal,3.0,1.0,H,0.19897877268523756,0.26063277728503875,0.5403884500297237,0.8511166733077262,1.992186071473133,2.843302744780859,330
3,2018-01-30,West Ham,Crystal Palace,1.0,1.0,D,0.42004968967276257,0.2785970143284725,0.30135329599876504,1.6456739604141668,1.400815064659018,3.0464890250731846,330
3,2018-01-31,Newcastle,Burnley,1.0,1.0,D,0.4334954463629209,0.28506668690457715,0.28143786673250193,1.552192737254586,1.2054603000064326,2.7576530372610186,330
3,2018-01-31,Tottenham,Man United,2.0,0.0,H,0.2492741164866891,0.2620039815035489,0.488721902009762,1.3587153701459214,2.0942011872540403,3.452916557399962,330
3,2018-01-31,Southampton,Brighton,1.0,1.0,D,0.26702307711736306,0.2814763046491496,0.4515006182334873,1.045749646178043,1.6814927112377933,2.727242357415836,330
3,2018-01-31,Chelsea,Bournemouth,0.0,3.0,A,0.4576612119441418,0.2863484589840582,0.2559903290718001,1.5444864363946809,1.0740541272621458,2.6185405636568264,330
3,2018-01-31,Man City,West Brom,3.0,0.0,H,0.7425952063422891,0.17791807304582538,0.07948672061188541,3.6676526893334214,0.831879769543471,4.499532458876892,330
3,2018-01-31,Everton,Leicester,2.0,1.0,H,0.3373775487575916,0.30202670006003224,0.36059575118237625,1.1349030248983758,1.2460836432626696,2.3809866681610456,330
3,2019-01-29,Newcastle,Man City,2.0,1.0,H,0.13375773841775326,0.2055050796970908,0.660737181885156,1.1286134815492606,3.405484385294979,4.53409786684424,330
3,2019-01-29,Arsenal,Cardiff,2.0,1.0,H,0.629924452343794,0.23872308668693532,0.13135246096927075,2.1566700111512835,0.679046419499404,2.8357164306506877,330
3,2019-01-29,Man United,Burnley,2.0,2.0,D,0.6189538350361832,0.24245253117943608,0.1385936337843809,2.11772877390465,0.7994876936462865,2.9172164675509364,330
3,2019-01-29,Fulham,Brighton,4.0,2.0,H,0.28446221733486765,0.2935778255760656,0.42195995708906686,1.0305548646864082,1.4608967238032897,2.491451588489698,330
3,2019-01-29,Huddersfield,Everton,0.0,1.0,A,0.39607347292818906,0.3150272613668472,0.2888992657049637,1.0753511509845237,0.9729562466740194,2.048307397658543,330
3,2019-01-29,Wolves,West Ham,3.0,0.0,H,0.42947548606399244,0.26984663754786486,0.3006778763881427,1.8720716346045077,1.5518570462455836,3.423928680850091,330
3,2019-01-30,Bournemouth,Chelsea,4.0,0.0,H,0.3284515149754252,0.29368358488832147,0.3778649001362533,1.187013385889244,1.3975091192989233,2.5845225051881675,330
3,2019-01-30,Liverpool,Leicester,1.0,1.0,D,0.6050648049949717,0.23780338183198169,0.1571318131730467,2.380726680395528,1.008819324255326,3.389546004650854,330
3,2019-01-30,Southampton,Crystal Palace,1.0,1.0,D,0.41336016231024575,0.2795549181875542,0.3070849195022,1.6382604484177608,1.3918831976929604,3.030143646110721,330
3,2019-01-30,Tottenham,Watford,2.0,1.0,H,0.46857972431357453,0.27538527756242387,0.2560349981240016,1.77349615656671,1.1741212932015537,2.9476174497682637,330
3,2020-01-21,Aston Villa,Watford,2.0,1.0,H,0.5121031998123271,0.28114737995984196,0.20674942022783097,1.6096993592646838,0.8770437599265479,2.4867431191912317,330
3,2020-01-21,Bournemouth,Brighton,3.0,1.0,H,0.2375503050112834,0.2746392196494643,0.4878104753392523,0.9556972489580808,1.7935065093807634,2.7492037583388442,330
3,2020-01-21,Crystal Palace,Southampton,0.0,2.0,A,0.3867052511959094,0.2809560632777215,0.3323386855263691,1.5382688314483972,1.48235935421676,3.0206281856651573,330
