label,n_matches,accuracy,acc_H,acc_D,acc_A,brier,log_loss,calibration_ece,mae_home,mae_away,mae_total
expanding_all,2950,0.54,0.7424012158054711,0.0029940119760479044,0.6356107660455487,0.5803017269004457,0.9768863242086636,0.036698531790664096,0.9718047136755259,0.9191054785496385,1.335084766796627
rolling_fast_all,3050,0.5370491803278689,0.7441176470588236,0.004316546762589928,0.6261306532663317,0.5813560565829093,0.978354859683447,0.0393965528614806,0.9730187093790221,0.9212926917925232,1.3388886914548417
expanding_last2,490,0.5244897959183673,0.7511737089201878,0.0,0.60625,0.5905476424591326,0.9894651123399678,0.030609100865644376,0.9895023409378331,0.9064258976286846,1.3169232914145943
rolling_fast_last2,490,0.5224489795918368,0.7511737089201878,0.008547008547008548,0.59375,0.5909259909894288,0.990301385308815,0.030605684717279293,0.9898605961495048,0.9045856870754566,1.318583901515966
